123,ΤΕΧΝΟΛΟΓΙΑ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗ ΣΤΟ ΧΩΡΟ ΤΟΥ ΠΟΛΙΤΙΣΜΟΥ,,-
124,ΠΛΗΡΗΣ ΟΔΗΓΟΣ ΤΕΧΝΙΚΟΣ HARDWARE Η/Υ(ΓΚΙΟΥΡΔΑ),"Ο Πλήρης Οδηγός Τεχνικός Hardware Η/Υ βασίζεται στην εξεταστέα ύλη πιστοποίησης CompTIA A+ Certification Core Hardware Service Technician και περιέχει όλες τις εξειδικευµένες τεχνικές λεπτοµέρειες για το hardware.  Απαραίτητο εγχειρίδιο για:  -να µάθετε όλες τις κατασκευαστικές λεπτοµέρειες και να εξοικειωθείτε µε τον εξοπλισµό ενός PC   -να ρυθµίσετε τον υλικό εξοπλισµό και να αντιµετωπίσετε αποτελεσµατικά όσα προβλήµατα µπορεί να προκύψουν στο PC σας καθώς δίνονται όλες οι πιθανές λύσεις   -να αξιοποιήσετε όλες τις δυνατότητες του υπολογιστή και να βελτιώσετε τις επιδόσεις του   -να συντηρήσετε όλο τον εξοπλισµό του υπολογιστή, όπως το κουτί, τις μονάδες δίσκου, την οθόνη, το πληκτρολόγιο, τον εκτυπωτή κλπ.  Η Infotest είναι πιστοποιηµένος φορέας χορήγησης πιστοποιητικών πληροφορικής από τον Οργανισµό Επαγγελµατικής Εκπαίδευσης και Κατάρτισης (ΟΕΕΚ). Η CompTIA (Computing Technology Industry Association) είναι ο µεγαλύτερος σύνδεσµος εταιριών πληροφορικής στο κόσµο, µε πρωταρχικό στόχο τη δηµιουργία παγκόσµιων προτύπων και πιστοποιητικών για τεχνικές γνώσεις πληροφορικής και επικοινωνιών. Η Infotest είναι αποκλειστικός συνεργάτης της CompTIA στην Ελλάδα µε σκοπό τη διάδοση των πιστοποιητικών της CompTIA και του σχετικού εκπαιδευτικού υλικού στην ελληνική γλώσσα.",-
125,ΠΛΗΡΗΣ ΟΔΗΓΟΣ ΤΕΧΝΙΚΟΣ ΔΙΚΤΥΩΝ,"Ο “Πλήρης οδηγός Τεχνικός Δικτύων” βασίζεται στην εξεταστέα ύλη πιστοποίησης CompTIA A+ Certification και αποτελεί το καλύτερο βιβλίο με όλες τις εξειδικευμένες τεχνικές λεπτομέρειες για τα δίκτυα. Ο οδηγός αυτός συμβάλλει στην πλήρη κατάρτιση των τεχνικών δικτύων, των σπουδαστών τεχνολογίας υπολογιστών και πληροφορικής και των χρηστών που θέλουν να κάνουν το επόμενο βήμα στην καριέρα τους.",-
126,ΑΣΚΗΣΕΙΣ ΗΛΕΚΤΡΙΚΩΝ ΚΥΚΛΩΜΑΤΩΝ - ΤΟΜΟΣ: 1,"Το βιβλίο αυτό περιλαμβάνει επιλεγμένες ασκήσεις ανάλυσης ηλεκτρικών κυκλωμάτων στο πεδίο του χρόνου. Συγκεκριμένα, εκτός των άλλων περιλαμβάνονται ασκήσεις που αφορούν την εφαρμογή των μεθόδων κόμβων και βρόχων, τα ισοδύναμα κυκλώματα, την εύρεση απόκρισης κυκλωμάτων πρώτης και δεύτερης τάξης, τη συνέλιξη και τη μέθοδο των εξισώσεων κατάστασης.  Έμφαση έχει δοθεί στην κατανόηση των βασικών τεχνικών και θεωρημάτων που εφαρμόζονται στην ανάλυση των ηλεκτρικών κυκλωμάτων. Έχει επιδιωχθεί για κάθε άσκηση να γίνει επιλογή του ποιο πρόσφορου και υποδειγματικού τρόπου επίλυσης.",-
127,ΑΣΚΗΣΕΙΣ ΗΛΕΚΤΡΙΚΩΝ ΚΥΚΛΩΜΑΤΩΝ - ΤΟΜΟΣ: 2,"Το βιβλίο αυτό περιέχει ένα σημαντικό αριθμό επιλεγμένων ασκήσεων που αφορούν την ανάλυση των ηλεκτρικών κυκλωμάτων στο πεδίο της συχνότητας. Αποτελεί απαραίτητο βοήθημα για την κατανόηση της ύλης που περιέχεται στο βιβλίο του συγγραφέα ""Ανάλυση Ηλεκτρικών Κυκλωμάτων - Τόμος Β΄. Μεγάλο μέρος των ασκήσεων που περιέχει προέρχονται από τις προτεινόμενες για επίλυση ασκήσεις του βιβλίου του συγγραφέα. Σ' αυτές έχουν προστεθεί και επιλεγμένες ασκήσεις, ορισμένες από τις οποίες ήταν θέματα εξετάσεων. Οι ασκήσεις που περιέχει αφορούν την Ημιτονοειδή Μόνιμη Κατάσταση, την Απόκριση Συχνότητας, την  Ισχύ και την Ενέργεια στην  Ημιτονοειδή Μόνιμη Κατάσταση, τα Τριφασικά Κυκλώματα, τις Σειρές Fourier, το Μετασχηματισμό Fourier, το Μετασχηματισμό Laplace και τα Δίθυρα Δίκτυα.     Η έκταση και η μορφή της θεωρίας είναι τέτοια που για την κατανόησή της απαιτείται η επίλυση κατάλληλων ασκήσεων. Στόχος  του βιβλίου αυτού είναι να αποτελέσει πολύτιμο βοήθημα - συμπλήρωμα για τους φοιτητές που διδάσκονται τα ηλεκτρικά κυκλώματα. Έμφαση έχει δοθεί στην κατανόηση των θεωρημάτων και των βασικών τεχνικών που εφαρμόζονται στην ανάλυση των ηλεκτρικών κυκλωμάτων στο πεδίο της συχνότητας. Για κάθε άσκηση έγινε επιλογή του πιο πρόσφορου και υποδειγματικού τρόπου επίλυσης.",-
128,7 ΣΕ 1 WINDOWS 8 - OFFICE 2013,"Πρόκειται για έναν αξιόπιστο και φιλικό οδηγό που θα σας βοηθήσει να μάθετε να χρησιμοποιείτε τα ελληνικά Windows 8 (και 8.1) και να εξοικειωθείτε με τις εφαρμογές του ελληνικού Office 2013. Τόσο οι αρχάριοι χρήστες υπολογιστή όσο και οι πιο προχωρημένοι, αλλά και οι χρήστες προηγούμενων εκδόσεων, οι οποίοι επιθυμούν να εμβαθύνουν στις νέες εκδόσεις των Windows και του Office, θα βρουν μέσα στις σελίδες αυτού του βιβλίου όλες τις απαντήσεις που χρειάζονται.",-
129,ΣΥΓΧΡΟΝΑ ΘΕΜΑΤΑ ΠΛΗΡΟΦΟΡΙΚΗΣ,,-
130,ΕΦΑΡΜΟΓΗ ΚΑΙ ΧΡΗΣΗ ΠΟΛΥΜΕΣΩΝ,,-
131,ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΔΙΑΧΕΙΡΙΣΗΣ ΕΠΙΧΕΙΡΗΣΙΑΚΩΝ ΠΟΡΩΝ,"Στο νέο αυτό σύγγραμμα αποτολμάται η διεύρυνση του νέου επιχειρηματικού μοντέλου, γενικεύοντας ταυτόχρονα την χρήση εφαρμογών του επιχειρηματικού μοντέλου ERP σε καθαρά πρακτικό επίπεδο και αξιοποιώντας τις κλασικές προσεγγίσεις επιχειρηματικότητας με τις πλέον έγκριτες αναφορές από τη διεθνή βιβλιογραφία. Οι νέοι τρόποι ολοκληρωμένης διαχείρισης επιχειρησιακών πόρων εξετάζονται τόσο από τη σκοπιά της στρατηγικής των επιχειρήσεων, όσο και από τη σκοπιά της υλοποίησής τους. Στο πρώτο μέρος (Κεφάλαια 1-8) μελετώνται τα Συστήματα Διαχείρισης Επιχειρησιακών Πόρων (ERP) και οι στρατηγικές των επιχειρήσεων ως προς την εισαγωγή και την αξιοποίηση των Τεχνολογιών της Πληροφορικής και των Επικοινωνιών (Τ.Π.Ε.) ώστε να δημιουργείται ανταγωνιστικό πλεονέκτημα. Στο δεύτερο μέρος (Κεφάλαια 9-14), επιχειρείται, μέσα από την παρουσίαση και υλοποίηση σεναρίων, που προσομοιώνουν την πραγματική λειτουργία των επιχειρήσεων, η εξοικείωση των χρηστών, αλλά και των σπουδαστών, με το γενικό περιβάλλον, τη δομή, τη φιλοσοφία της λειτουργίας και τις βασικές εργασίες των ERP συστημάτων. Οι συγγραφείς ως ακαδημαϊκοί δάσκαλοι στο χώρο των Πληροφοριακών Συστημάτων Διοίκησης, και επαγγελματίες στο χώρο της πληροφορικής, έχουν αναλώσει αρκετό χρόνο για την εύρεση και χρήση των κατάλληλων εργαλείων στη διδασκαλία μαθημάτων στα πληροφοριακά συστήματα, αλλά και στην πρακτική εφαρμογή του νέου επιχειρηματικού μοντέλου, με απώτερο στόχο την κατανόησή του τόσο από έμπειρους, όσο και από μη έμπειρους χρήστες.",-
132,ΨΗΦΙΑΚΗ ΣΧΕΔΙΑΣΗ ΜΕ ΤΗ ΓΛΩΣΣΑ VHDL,"Το βιβλίο αυτό αποτελεί ένα αυτοτελές σύγγραμμα και φιλοδοξεί να αποτελέσει ένα χρήσιμο βοήθημα στους φοιτητές των ανώτατων εκπαιδευτικών ιδρυμάτων αλλά και στους μηχανικούς, που αποφοίτησαν πριν από μερικά χρόνια και θέλουν να ανανεώσουν τις γνώσεις τους στη σχεδίαση ψηφιακών συστημάτων. Αν και στο βαθμό που αυτή η φιλοδοξία επαληθευτεί κάθε μελετητής του συγγράμματος θα πρέπει, στο τέλος, να έχει αποκτήσει βαθιά γνώση του πως λειτουργούν τα ψηφιακά συστήματα και να εφαρμόσει αυτή τη γνώση στην ανάλυση, τη σχεδίαση, την υλοποίηση, την αντιμετώπιση βλαβών και τη χρήση ενός οποιουδήποτε ψηφιακού συστήματος. Προηγούμενη γνώση ηλεκτρονικής είναι επιθυμητή δεν είναι όμως απαραίτητη για να κατανοηθεί το περιεχόμενό του.   Ο συγγραφέας χρησιμοποιώντας την τριακονταετή εμπειρία του στη διδασκαλία των ψηφιακών συστημάτων έκανε μια προσπάθεια οι τεχνικές σχεδίασης να παρουσιαστούν με όσο πιο απλό και εύκολα κατανοητό τρόπο γίνεται. Αυτή η προσπάθεια υποβοηθείται και υποστηρίζεται από τα πολλά παραδείγματα και εφαρμογές που εμπεριέχονται στο σύγγραμμα.   Στο τέλος του βιβλίου επισυνάπτεται παράρτημα που εισάγει στη χρήση του σχεδιαστικού πακέτου MAXplus+II της ALTERA και στη σχεδίαση με τη χρήση της γλώσσας VHDL.",-
133,ArchiCAD 17 ΤΡΙΣΔΙΑΣΤΑΤΗ ΣΧΕΔΙΑΣΗ ΓΡΗΓΟΡΑ ΚΑΙ ΑΠΛΑ,"Το βιβλίο αυτό είναι ο ιδανικός οδηγός για τους σχεδιαστές –αρχιτέκτονες, πολιτικούς μηχανικούς, και διακοσμητές– που επιθυμούν να κατανοήσουν όλες τις δυνατότητες του ArchiCAD 17 και να δημιουργούν μελέτες γρήγορα και εύκολα.     Στο ArchiCAD 17 έχει προστεθεί μια πληθώρα εντολών σχεδίασης που καλύπτουν τα κενά των προηγούμενων εκδόσεων και προσφέρουν δυνατότητες που διευκολύνουν τη μοντελοποίηση και τεκμηρίωση των κτηρίων. Οι συγγραφείς του βιβλίου παρουσιάζουν τα νέα εργαλεία-αντικείμενα και τις σχεδιαστικές εντολές του περιβάλλοντος εργασίας με τη χρήση προσαρμοσμένων και εξειδικευμένων παραδειγμάτων, έτσι ώστε να εξασφαλίζεται η ευκολία στην κατανόηση και την εφαρμογή τους.    Η δομή του οδηγού ακολουθεί βήμα προς βήμα τη δημιουργία μιας κατοικίας, ενώ οι εντολές δίνονται και για την ελληνική και για την αγγλική έκδοση του προγράμματος.    Το βιβλίο συνοδεύεται από δωρεάν CD, που περιλαμβάνει το αρχείο σχεδίασης (.pla), τις κατόψεις (σε μορφή pdf για να μπορείτε να τις τυπώσετε) και το βίντεο της κατοικίας που θα σχεδιάσετε βήμα προς βήμα ακολουθώντας τις ασκήσεις του βιβλίου.  ",-
134,ΕΙΣΑΓΩΓΗ ΣΤΟ AUTOCAD 2008,"Θέλετε να εξοικειωθείτε γρήγορα και εύκολα με την ηλεκτρονική σχεδίαση;   Έχετε προσπαθήσει να γνωρίσετε το AutoCAD με άλλα βοηθήματα χωρίς να κατατοπιστείτε όπως θα θέλατε;   Είτε κάνετε τα πρώτα σας βήματα στο AutoCAD είτε είστε πεπειραμένος χρήστης, το βιβλίο αυτό θα σας εξασφαλίσει τη βοήθεια που ψάχνετε για να κάνετε κτήμα σας τις απεριόριστες δυνατότητες του πιο δημοφιλούς σχεδιαστικού πακέτου με τον πλέον ολοκληρωμένο και απλό τρόπο!  Χάρη στην αποτελεσματική μεθοδολογία του, ο οδηγός αυτός σας εξοικειώνει αμέσως με τις πιο συχνά χρησιμοποιούμενες εντολές του πακέτου, παρουσιάζοντάς τες με τη σειρά που πρέπει να τις μάθετε και με αναλυτικά παραδείγματα για την κάθε μία.  Διαβάζοντας το βιβλίο θα αποκομίσετε ό,τι χρειάζεστε για να σχεδιάσετε και να τυπώσετε τα δικά σας σχέδια σε μικρό χρονικό διάστημα και με τη σωστή ποιότητα.  Το βιβλίο περιλαμβάνει:  - Όλα όσα πρέπει να γνωρίζει ο χρήστης που πρωτοξεκινά με το AutoCAD.   - Μεθοδολογία για γρήγορη, εύκολη, και αποδοτική σχεδίαση στις δύο διαστάσεις.  - Αναλυτικά παραδείγματα κάθε εντολής.",-
135,ΑΛΓΟΡΙΘΜΟΙ ΚΑΙ ΔΟΜΕΣ ΔΕΔΟΜΕΝΩΝ,,-
136,ΔΟΥΛΕΨΤΕ ΜΕ ΤΟ AUTOCAD,"Ένας πλήρης και ολοκληρωμένος οδηγός για γρήγορη, εύκολη και συστηματική εκμάθηση του AutoCAD 2014 -από την εγκατάσταση του προγράμματος μέχρι την 3Δ σχεδίαση!    Ένα ισχυρό εργαλείο στα χέρια του επαγγελματία, προσφέροντάς του ποιότητα, αξιοπιστία και ταχύτητα στο αποτέλεσμα της σχεδιαστικής του εργασίας.    Το βιβλίο είναι γραμμένο από τον Γιάννη Κάππο, εξουσιοδοτημένο συγγραφέα από την Autodesk, και καλύπτει και τις εκδόσεις 2013 & 2012 του προγράμματος.  ",-
137,ΤΟ ΜΙΚΡΟ ΒΙΒΛΙΟ ΓΙΑ ΤΟ ΕΛΛΗΝΙΚΟ EXCEL 2010,"Αυτό το εύχρηστο εισαγωγικό βιβλίο θα σας βοηθήσει στα πρώτα σας βήματα με την ελληνική έκδοση του Microsoft Office Excel 2010, αποκαλύπτοντας όλες τις βασικές πληροφορίες που σας είναι απαραίτητες για να γνωρίσετε και να εξοικειωθείτε με τις πλούσιες δυνατότητες αυτού του εξαιρετικά ισχυρού προγράμματος λογιστικών φύλλων. Στις σελίδες του βιβλίου καλύπτονται τα εξής θέματα: Γνωριμία με το περιβάλλον του Excel 2010 Εργασίες με τα κελιά ενός φύλλου εργασίας Εκμετάλλευση των λειτουργιών του Excel 2010 για την προσθήκη δεδομένων Ταξινόμηση δεδομένων Μορφοποίηση κελιών και περιοχών Δημιουργία τύπων με τη χρήση συναρτήσεων Δημιουργία γραφημάτων Προετοιμασία για εκτύπωση Διαχείριση δεδομένων",-
138,ΤΟ ΟΡΓΑΝΩΤΙΚΟ ΦΑΙΝΟΜΕΝΟ ΣΤΟ ΔΙΑΔΙΚΤΥΟ,"Οι νέες μορφές τεχνολογίας επιβάλλουν την αναδόμηση των οργανώσεων, προκειμένου οι τελευταίες να επιβιώσουν. Επίσης, η τεχνολογία επηρεάζει το δρων υποκείμενο της οργάνωσης υπό την έννοια ότι, αν και αποτελεί το μέσον για την επίτευξη των οργανωσιακών στόχων, μπορεί να καθορίζει την εμβέλεια αυτών των στόχων, καθώς και τις πιθανότητες επίτευξής τους. Η προσέγγιση αυτή της τεχνολογίας ως μιας οικονομικής και κοινωνικής δύναμης αναγνωρίζει ότι η τεχνολογία είναι σημαντική για την καινοτομία, η οποία θεωρείται ως η κινητήρια δύναμη της κοινωνικής και οικονομικής αλλαγής. Η τεχνολογία, δηλαδή, δεν είναι μόνο ένας εξωτερικός παράγοντας της παραγωγής για οικονομική εκμετάλλευση, αλλά μάλλον μια διαδικασία η οποία επιτρέπει την επιβίωση και μια ελεγχόμενη και εκμεταλλεύσιμη δυνατότητα αλλαγής. Σύμφωνα με την άποψη αυτή, λοιπόν, η τεχνολογία της πληροφορίας και της επικοινωνίας οδήγησε στην καινοτομία και στην αλλαγή της δομής των οργανώσεων και των οικονομιών.",-
139,Η ΙΣΤΟΡΙΑ ΤΟΥ GOOGLE,"Το Google είναι η πιο δημοφιλής μηχανή αναζήτησης στο διαδίκτυο. Μέσα σε λίγα χρόνια, έφερε επανάσταση στην πρόσβαση κάθε είδους πληροφορία, σε κάθε γωνιά της γης. Εκατομμύρια άνθρωποι ""γκλουτάρουν"" καθημερινά μέσα από τον υπολογιστή ή το κινητό τους.    Πώς όμως ο Σεργκέι Μπριν και ο Λάρι Πέιτζ - δύο διδακτορικοί φοιτητές στο τμήμα πληροφορικής του Στάνφορντ- σκέφτηκαν να ξεκινήσουν το 1998 το Google και πώς κατέληξαν να είναι ιδιοκτήτες ενός επιχειρηματικού κολοσσού αξίας πολλών δισεκατομμυρίων δολαρίων; Τι είναι εκείνο που κάνει τη συγκεκριμένη μηχανή αναζήτησης πρωτοπόρα; Γιατί ξεχωρίζει από τους ανταγωνιστές της; Ποια θα είναι η μελλοντική της πορεία;    Οι David Vise και Mark Malseed μας ξεναγούν στον συναρπαστικό κόσμο του Google, αποκαλύπτοντάς μας μυστικά που μέχρι σήμερα παρέμεναν καλά κρυμμένα στα βάθη του Googleplex, των υπερσύγχρονων εγκαταστάσεων της εταιρίας στη Σίλικον Βάλεϊ.",-
140,WEB PUBLISHING,"Σκοπός αυτού του βιβλίου είναι να βοηθήσει τους ενδιαφερόμενους στη δημιουργία ιστοσελίδας. Στα 7 κεφάλαια που το συγκροτούν ο αναγνώστης θα βρει πληροφορίες διαδοχικά για τις βασικές αρχές και την ιστορία του Διαδικτύου, για τον τεχνικό εξοπλισμό που απαιτείται, για τη συγγραφή των σχετικών κειμένων, για τους τρόπους προσέλκυσης αναγνωστών-πελατών. Οι συγγραφείς δίνουν πλήθος χρήσιμες συμβουλές σχετικά με το τι πρέπει να γίνει και τι να αποφευχθεί, και συμπληρώνουν το κείμενό τους με ερωτήσεις και ασκήσεις. Το βιβλίο περιλαμβάνει εικονογράφηση και εκδίδεται στην αγγλική γλώσσα.",-
141,ΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΑΣ ΚΑΙ ΣΥΝΤΗΡΗΣΗΣ ΙΣΤΟΣΕΛΙΔΩΝ,"Ένα σύγγραμμα για να διδαχθείτε:  - Τις νέες δυνατότητες του Διαδικτύου και του παγκόσμιου ιστού  - Τις τεχνικές για την κατασκευή και συντήρηση σύγχρονων Ιστοσελίδων  - Τους τρόπους δημιουργίας Ιστοσελίδων με όμορφη αισθητική    Συνοπτικά περιέχει:  - Παρουσίαση του Διαδικτύου και των υπηρεσιών του παγκόσμιου ιστού  - Βασικές και προχωρημένες έννοιες για τη γλώσσα ΗΤΜL (εκδόσεις 4 και 5), τα Φύλλα Στυλ (Cascading Style Sheets 3) καθώς και μεθοδική εισαγωγή στις γλώσσες:  - Javascript  - XML  - SVG  - MathML  - Τεχνικές Web 2 (Ajax, Json, JQuery)    Το βιβλίο απευθύνεται στην τριτοβάθμια εκπαίδευση αλλά μπορεί να χρησιμοποιηθεί και στην επαγγελματική κατάρτιση και στη δια βίου μάθηση.    Η μόνιμη παρουσία του βιβλίου στον παγκόσμιο ιστό βρίσκεται στη διεύθυνση: http://dalab.ee.duth.gr/~karakos/internet2  όπου μεταξύ άλλων διατίθεται ο πλήρης πηγαίος κώδικας όλων των παραδειγμάτων.  ",-
142,ΤΙ ΠΡΕΠΕΙ ΝΑ ΠΡΟΣΕΧΟΥΜΕ ΣΤΙΣ ΣΥΝΑΛΛΑΓΕΣ ΜΕ ΤΟ ΔΙΑΔΙΚΤΥΟ;,"Το βιβλίο αυτό απευθύνεται σε όλους εμάς που χρησιμοποιούμε τις νέες τεχνολογίες (ΑΤΜ, αγορές μέσω πιστωτικών καρτών, αγορές μέσω διαδικτύου κλπ.) χωρίς ποτέ να έχουμε εκπαιδευτεί στη χρήση τους.    Το βιβλίο:  - Εξηγεί τον σωστό και ασφαλή τρόπο χρήσης του διαδικτύου κατά τις συναλλαγές μας.  - Περιγράφει τι πρέπει να γίνει σε περίπτωση προβλήματος ή απάτης.",-
143,ΤΙ ΠΡΕΠΕΙ ΝΑ ΠΡΟΣΕΧΟΥΜΕ ΣΤΙΣ ΣΥΝΑΛΛΑΓΕΣ ΜΕ ΤΙΣ ΤΡΑΠΕΖΙΚΕΣ ΚΑΡΤΕΣ,"Το βιβλίο αυτό απευθύνεται σε όλους εμάς που χρησιμοποιούμε τις νέες τεχνολογίες (ΑΤΜ, αγορές μέσω πιστωτικών καρτών, αγορές μέσω διαδικτύου κλπ.) χωρίς ποτέ να έχουμε εκπαιδευτεί στη χρήση τους.    Το βιβλίο:  - Εξηγεί τον σωστό και ασφαλή τρόπο χρήσης των τραπεζικών καρτών κατά τις συναλλαγές μας.  - Περιγράφει τι πρέπει να γίνει σε περίπτωση προβλήματος ή απάτης.",-
144,ΤΟ FACEBOOK ΣΤΗ ΖΩΗ ΤΩΝ ΠΑΙΔΙΩΝ ΜΑΣ,"Σήμερα, περισσότερο από ποτέ, οι γονείς χρειάζονται βοήθεια για να καθοδηγήσουν με ασφάλεια τα παιδιά τους στην επαφή με τον διαδικτυακό κόσμο και τα μέσα κοινωνικής δικτύωσης. ""Το facebook στη ζωή των παιδιών μας"" προσφέρει μια σειρά από πρακτικές και άμεσες συμβουλές και απαντήσεις σε ερωτήσεις σχετικά με τους σοβαρότερους κινδύνους στη χρήση των μέσων ενημέρωσης και της τεχνολογίας:     - θέματα σχέσεων  - διαταραχές προσοχής  - εθισμός  - ελλιπής προστασία στο διαδίκτυο    Αντί να αποκλείει εντελώς τα παιδιά από διαδικτυακές εικόνες και μηνύματα, η πρακτική προσέγγιση του Τζέιμς Π. Στάιερ προσφέρει χρήσιμα εργαλεία που μας βοηθούν να φιλτράρουμε αποτελεσματικά το διαδικτυακό περιεχόμενο. Με αυτό τον τρόπο λαμβάνουμε σωστές αποφάσεις για τα παιδιά μας, σε όποια ηλικία και αν βρίσκονται, με βάση πάντα τις πεποιθήσεις και τις αξίες μας, ενώ κατορθώνουμε να διατηρήσουμε μια πολύ καλή σχέση μαζί τους.  ",-
145,ΟΠΤΙΚΟΣ ΟΔΗΓΟΣ ΤΟΥ WORDPRESS,,-
146,Ο ΘΕΜΗΣ ΣΕΡΦΑΡΕΙ ΣΤΟ ΔΙΑΔΙΚΤΥΟ,"- Και κάνω ό,τι θέλω στο διαδίκτυο; ρώτησε ο Θέμης.  - Και, φυσικά, όχι! είπε με έμφαση ο Κωστής. Το διαδίκτυο δεν είναι ""τόπος εκτός νόμου"", κι ας νομίζουν πολλοί ότι ""εκεί"" μπορείς να κάνεις και να πεις ό,τι θέλεις - χωρίς συνέπειες. Όπως και στον ""πραγματικό κόσμο"", υπάρχουν όρια, κανόνες. Έχουμε και στο διαδίκτυο δικαιώματα αλλά και δεσμεύσεις, υποχρεώσεις. Μια πράξη, μια συμπεριφορά που είναι παράνομη έξω από το διαδίκτυο, γιατί να είναι νόμιμη στο διαδίκτυο; Κι από την άλλη ένα δικαίωμα που το έχεις, γιατί να το στερηθείς στο διαδίκτυο;    Έτσι ξεκινά ο ξενάγηση του Θέμη στον συναρπαστικό κόσμο του διαδικτύου από το μεγάλο του ξάδελφο, τον Κωστή, που τον βοηθά να μάθει πώς να σερφάρει με ασφάλεια.",-
147,DIVING IN THE CODE OF JOOMLA,"Diving in the code of Joomla examines in a deep and detailed manner the internal code of Joomla and its expansion abilities. It also provides the reader with detailed examples in order to create his/her own Joomla add-ons (components, modules and plug-ins). Finally, it analyzes the whole procedure for the setting of a debugging environment.  This book describes step by step the execution of a Joomla session, from its first to the last command. Joomla has seven phases which are analytically presented in it. For the first time in a book can the reader receive such a detailed   presentation of the code execution. Every stage of the execution is explained in a clear and thorough way producing a real case study for one of the largest software packages (Content Management System, Joomla). The most important parts of the code and the key commands of every phase are decoded in front of the reader.  Dive in the code of Joomla , acquire a comprehensive view about its internal code and make your own extensions !",-
148,ΧΡΗΣΗ ΗΛΕΚΤΡΟΝΙΚΟΥ ΥΠΟΛΟΓΙΣΤΗ,Μ' αυτό το βιβλίο θα μάθετε:  - τις βασικές έννοιες της Πληροφορικής  - το γραφικό περιβάλλον των Windows 8.1  - τις βασικές υπηρεσίες του Διαδικτύου και τη χρήση του Internet Explorer.  - τη δημιουργία επαγγελματικών εγγράφων με το Word 2013  - τη δημιουργία φύλλων εργασίας και γραφημάτων με το Excel 2013,-
149,ΔΙΣΕΚΑΤΟΜΜΥΡΙΟΥΧΟΙ ΚΑΤΑ ΤΥΧΗ,"Πανεπιστήμιο του Χάρβαρντ. Ένας δευτεροετής φοιτητής κατεβάζει όλες τις φωτογραφίες των συμφοιτητών του από τη βάση δεδομένων κάθε εστίας στο λάπτοπ του. Χτυπά τα δάχτυλά του με ταχύτητα στο πληκτρολόγιο και παρακολουθεί την οθόνη να αναβοσβήνει. Στέλνει το link σε μερικούς φίλους του και μέσα σε λίγες ώρες η πρώιμη, υποτυπώδης μορφή του Facebook, ένα σάιτ όπου μπορούσες να συγκρίνεις φωτογραφίες φοιτητριών και να ψηφίσεις την πιο σέξι, είναι γεγονός. Ο Μαρκ Ζάκερμπεργκ ήξερε ότι αυτό που έκανε ήταν μάλλον παράνομο και σίγουρα αντίθετο με τους κανονισμούς. Αυτό που δε γνώριζε όμως, ούτε μπορούσε να φανταστεί ποτέ, ήταν ότι η αθώα φάρσα που ξεκίνησε εκείνο το βράδυ έπειτα από μια ερωτική απογοήτευση και ένα μεγάλο μεθύσι θα έφερνε επανάσταση στον τρόπο επικοινωνίας όλου του πλανήτη. Με τη βοήθεια του στενού φίλου του, Εντουάρντο Σάβεριν, και κάποιων άλλων συμφοιτητών, ο Ζάκερμπεργκ αναδεικνύεται γρήγορα σε έναν από τους νεαρότερους αυτοδημιούργητους δισεκατομμυριούχους, ενώ το Facebook γίνεται το ισχυρότερο εργαλείο κοινωνικής δικτύωσης. Πώς όμως ένα μέσο που σχεδιάστηκε για να φέρει τους ανθρώπους πιο κοντά κατάφερε να γίνει αντικείμενο δικαστικής διαμάχης ανάμεσα στους συνιδρυτές του; Ποιος ανακάλυψε τελικά το Facebook; Έχουν βάση οι κατηγορίες κατά του Μαρκ Ζάκερμπεργκ;",-
150,ΜΑΘΑΙΝΕΤΕ ΕΥΚΟΛΑ JOOMLA 3.X,"Με αυτό το βιβλίο θα μάθετε τα πάντα για τη νέα έκδοση του πιο δημοφιλούς Συστήματος Διαχείρισης Περιεχομένου (CMS) στον κόσμο, Joomla! 3.    Δείτε σε απλή και κατανοητή γλώσσα πως να προσθέτετε άρθρα χωρισμένα σε κατηγορίες, πως να δημιουργείτε μενού, πως να εκμεταλλεύεστε τις πρόσθετες εφαρμογές, πως να κάνετε εγκατάσταση νέων εφαρμογών, πως να διαχειριστείτε τους χρήστες και τα δικαιώματά τους και πολλά άλλα.    Δημιουργήστε έναν δυναμικό ιστότοπο όπου θα μπορείτε να επεξεργάζεστε το περιεχόμενό του σε πραγματικό χρόνο πολύ εύκολα και πολύ γρήγορα.",-
